,Date,Close,Ticker,Prob_Down,Prob_Flat,Prob_Up
20128,2024-01-02,151.41062927246094,JNJ,0.25103447,0.45129338,0.29767218
20129,2024-01-02,165.38278198242188,JPM,0.39954206,0.19058211,0.40987578
20130,2024-01-02,57.21512222290039,KO,0.5087897,0.2790202,0.21219008
20131,2024-01-02,366.10552978515625,MSFT,0.42249358,0.20038399,0.3771225
20132,2024-01-02,58.41093444824219,NEE,0.3682868,0.3316671,0.3000461
20133,2024-01-02,48.143856048583984,NVDA,0.3442114,0.31198978,0.34379882
20134,2024-01-02,26.58699607849121,PFE,0.55879235,0.077365555,0.3638421
20135,2024-01-02,399.16748046875,QQQ,0.25718826,0.1948787,0.54793304
20136,2024-01-02,463.8929443359375,SPY,0.19616054,0.3802829,0.42355657
20137,2024-01-02,15.71498966217041,T,0.37326103,0.29382065,0.33291832
20138,2024-01-02,230.9950408935547,VTI,0.29719022,0.34597751,0.3568323
20139,2024-01-02,96.31443786621094,XOM,0.36780384,0.36342806,0.2687681
20140,2024-01-03,182.7031707763672,AAPL,0.43550804,0.29250288,0.27198914
20141,2024-01-03,148.47000122070312,AMZN,0.2920767,0.28184432,0.42607898
20142,2024-01-03,243.9100036621093,BA,0.42212567,0.0714127,0.5064617
20143,2024-01-03,32.12383270263672,BAC,0.4117615,0.37108058,0.21715795
20144,2024-01-03,62.46429443359375,BHP,0.57945275,0.19833405,0.22221313
20145,2024-01-03,90.44098663330078,DIS,0.63682556,0.18738161,0.17579284
20146,2024-01-03,139.40599060058594,GOOG,0.37090483,0.2765414,0.35255373
20147,2024-01-03,190.9842529296875,IWM,0.4518117,0.20260805,0.34558025
20148,2024-01-03,152.3571319580078,JNJ,0.11519593,0.7081354,0.17666863
20149,2024-01-03,164.66200256347656,JPM,0.41695642,0.19835481,0.38468876
20150,2024-01-03,57.34902572631836,KO,0.28546113,0.5087123,0.2058266
20151,2024-01-03,365.8389892578125,MSFT,0.5304606,0.16450717,0.30503225
