Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Target,Target,Target,Target,Target
Ticker,AAPL,AMZN,GOOG,MSFT,SPY,AAPL,AMZN,GOOG,MSFT,SPY,AAPL,AMZN,GOOG,MSFT,SPY,AAPL,AMZN,GOOG,MSFT,SPY,AAPL,AMZN,GOOG,MSFT,SPY,AAPL,MSFT,GOOG,AMZN,SPY
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,74.75077056884766,100.43599700927734,71.2240982055664,161.9326934814453,296.5126037597656,77.9314960376563,102.78600311279297,73.00689625279898,163.99692221413906,301.5262152765022,74.45612410034879,100.1135025024414,70.941031637002,161.3143814033984,295.59098440927124,77.50884783770134,102.57350158691406,72.9458137062416,163.81619533297652,301.3695276116583,199588400,311346000,48344000,36142700,113845600,0,1,1,0,1
2020-02-03,74.54549407958984,100.20999908447266,73.79202270507812,165.88043212890625,298.7152404785156,75.71200004458515,102.42500305175781,73.99364588484838,165.99457848362047,300.59535170971026,72.99014787932889,100.01249694824219,72.45368519801852,162.09441352698238,297.88578874067906,73.49249228699044,100.52999877929688,72.60315974868554,162.12295011566093,298.00560374875556,173788400,117834000,60736000,30107000,69083000,1,1,0,1,1
2020-02-04,77.00650787353516,102.4834976196289,71.86174011230469,171.3406524658203,303.2680358886719,77.19730542119127,102.98999786376953,72.97561580814757,171.83531088100904,304.1435854487345,75.74580830506335,100.76850128173828,70.83030047770846,167.7163604089728,302.03306943724914,76.151548831137,101.49400329589844,72.35834179535101,168.50590659560362,302.3556418080927,136616400,105786000,78660000,36433300,62573200,1,0,1,0,1
2020-02-05,77.63443756103516,101.99349975585938,71.9193344116211,171.13140869140625,306.7701721191406,78.4338458330259,103.5510025024414,72.69453183289252,175.22182339174296,306.98215467327867,77.03065443292134,101.5999984741211,71.04184021035354,169.7140427303393,304.7518518235987,78.13436438960977,103.5510025024414,72.62401525254852,175.0601111787714,306.22642013305193,118826800,87524000,39724000,39186300,65951100,1,1,1,1,1
2020-02-06,78.54252624511719,102.5114974975586,73.30982208251953,174.67958068847656,307.80242919921875,78.54494373627665,102.81500244140625,73.5963591584658,174.86032210279942,307.9959613803611,77.34704001476739,101.23999786376953,71.98588197112542,171.28358131001283,306.71489703118635,77.90493506301061,102.0510025024414,72.02362569501838,172.1492299180586,307.7379090969748,105425600,63660000,33588000,27751400,50359700,0,1,1,1,0
2020-02-07,77.47492980957031,103.96399688720703,73.45880889892578,174.92694091796875,306.1619873046875,78.29076000098544,104.92649841308594,73.78706035093559,176.5821360841545,307.81166584154965,76.98349458931148,101.90499877929688,72.81918117631908,173.58566282718309,305.60901001902505,78.04141124169928,102.09950256347656,72.86635893989194,173.93763837447938,306.7333868538213,117684000,101906000,23446000,33529100,64139400,1,1,1,1,1
2020-02-10,77.84291076660156,106.69550323486328,74.9212875366211,179.50244140625,308.4474182128906,77.84291076660156,106.77999877929688,74.96200923112285,179.63561698994738,308.51193828843685,75.97884915779663,104.24800109863281,73.21496973059205,174.3180864847477,305.23097713204,76.05873445176091,104.25050354003906,73.21496973059205,174.63200347097373,305.26784976457753,109348800,101124000,28398000,35844300,42070000,0,0,1,1,1
2020-02-11,77.37323760986328,107.54000091552734,74.92675018310547,175.45013427734375,308.98211669921875,78.41179042644524,109.29750061035156,75.96166771448218,181.4050077443874,310.60414765301005,77.15536130814662,106.80000305175781,74.77022096189218,174.55594889248857,308.44756171824463,78.33916745517011,107.54499816894531,75.07672483316374,181.3574419125231,309.8115685009607,94323200,114920000,26892000,53159900,54864500,1,1,1,1,1
2020-02-12,79.21068572998047,108.0,75.39752960205078,175.70697021484375,310.9727783203125,79.21552479911539,109.01249694824219,75.51795943123352,176.79140436308234,311.18473274648915,77.8235277760248,107.7645034790039,74.89298673750011,172.9863702267991,310.06035614149124,77.8235277760248,108.16000366210938,75.20931868546857,176.5345604946683,310.42899821472605,113730400,66686000,23352000,47062900,43992700,0,0,0,0,0
2020-02-13,78.64662170410156,107.49349975585938,75.21825408935547,174.75567626953125,310.6409606933594,78.97343988034811,108.51399993896484,75.83999870106719,177.15283683880781,311.61787478081925,78.27865296968668,107.0999984741211,74.71867455338952,173.95660823138869,309.25853191386875,78.48200469564426,107.24949645996094,75.12042048974291,174.1563788696869,309.53500641953264,94747600,60636000,18590000,35295800,54501900,1,1,1,0,1
2020-02-14,78.66600036621094,106.74349975585938,75.52020263671875,176.3157196044922,311.1386413574219,78.91534913157656,107.9520034790039,75.52020263671875,176.37279277616537,311.2584563511328,78.15761730819476,106.29450225830078,74.85475066001621,173.7473107588094,309.8483801281988,78.61515688888446,107.78399658203125,75.26494562756126,174.3180715056386,311.05569900614165,80113600,52124000,23956000,23149500,64582200,0,1,0,1,0
2020-02-18,77.22557830810547,107.78350067138672,75.46705627441406,178.10409545898438,310.3369445800781,77.40714314738784,108.30349731445312,76.06099138957565,178.55118804130632,311.20326916073947,76.16281523598434,106.20549774169922,75.11546602411893,176.45842259014753,308.93606493870476,76.34438007526671,106.2509994506836,75.23514568129174,176.56306158845797,310.13418716491066,152531200,58912000,22414000,27792200,57226200,1,1,1,1,1
2020-02-19,78.34400939941406,108.51100158691406,75.815673828125,178.6383056640625,311.8205871582031,78.57399446337855,109.25499725341797,76.0846310031763,179.49677098776976,312.502576257546,77.46765770370357,108.05599975585938,75.55296812288319,177.86568396178592,311.0280082725432,77.46765770370357,108.38999938964844,75.7352230948315,179.38231282586216,311.3137079290561,93984000,51224000,18986000,29997500,48814700,0,0,0,0,0
2020-02-20,77.54029846191406,107.65499877929688,75.39157104492188,175.91024780273438,310.5396728515625,78.59337615293093,108.8395004272461,75.9621672981893,178.609663963269,312.09721191154085,77.03433859303921,106.37249755859375,74.82892362991262,172.74345118234925,307.525959366879,78.10436411115981,108.65350341796875,75.58275992775464,178.32350404731486,311.2677319383226,100566000,62626000,21932000,36862400,74163400,0,0,0,0,0
2020-02-21,75.78517150878906,104.79850006103516,73.75081634521484,170.3492431640625,307.34161376953125,77.57661741601534,107.22750091552734,75.09685277654631,175.0326824659516,309.48897435964113,75.16785392447004,104.4000015258789,73.51890571397156,169.0710788397271,306.51213390046263,77.13359500928858,107.10749816894531,74.88902356945239,174.7179080479234,309.17562717324165,129554000,92926000,34634000,48572600,113788200,0,0,0,0,0
2020-02-24,72.18533325195312,100.4645004272461,70.59638977050781,163.00454711914062,297.14849853515625,73.63785189891229,101.96499633789062,71.36016787022542,166.49566562535716,307.41532261657227,70.0186640363075,99.39849853515625,70.0898615612343,155.69800236911044,296.06096641698645,71.96261786330551,100.15899658203125,70.82085164728578,160.02851930646872,297.81206553709535,222195200,130940000,57342000,68311100,161088400,0,0,0,0,0
2020-02-25,69.7402572631836,98.63700103759766,68.9506607055664,160.31466674804688,288.14422607421875,73.23840922009403,101.7300033569336,71.41827153797638,166.77226468532234,299.1667834033539,69.26819314550896,97.9209976196289,68.6502188115759,159.91403421539607,287.259479551713,72.8559159017165,101.32099914550781,71.16302209412986,166.16179711586173,298.5493143136413,230673600,124382000,49566000,68073300,218913200,1,1,1,1,0
2020-02-26,70.84658813476562,98.97949981689453,69.185546875,162.31781005859375,287.08441162109375,72.11270274954929,100.7334976196289,70.30390084854004,165.26522408017428,293.1763016868317,69.35775815457548,98.02249908447266,68.48136608278737,160.44825887950762,286.34712743217403,69.36502045153675,98.51399993896484,69.33254357346263,161.87904408082238,289.5543445921227,198054800,104492000,44048000,56206100,194773800,0,0,0,0,0
2020-02-27,66.2154769897461,94.21499633789062,65.45655822753906,150.8810577392578,274.19097900390625,69.23671826456818,98.75,68.11903246273422,159.32269602302145,287.1397194882412,66.07990918137826,94.13800048828125,65.41086567042386,150.69028929512686,274.19097900390625,68.05049624740387,96.71900177001953,67.64010929733583,155.7838955370893,281.51783588583606,320605600,162880000,59566000,93174900,284353500,0,1,1,0,0
2020-02-28,66.17675018310547,94.1875,66.51134490966797,154.53433227539062,273.0389404296875,67.39929122080478,94.48799896240234,66.60122968273528,156.15590045131265,274.54118437564034,62.06370365251087,90.55650329589844,63.11806590820636,144.9862311109964,263.1591804950905,62.27916414492055,90.73149871826172,63.440857722867264,145.37731588541052,266.07150083268465,426510000,189620000,75782000,97012700,384975800,1,1,1,1,1
2020-03-02,72.3378677368164,97.69750213623047,68.98342895507812,164.81686401367188,284.86322021484375,72.97455642499447,97.72550201416016,69.07083587619785,164.94087002052518,284.9277402965412,67.2322642492319,93.5,65.88985288324025,154.82045161825403,271.3799294191074,68.33617811747213,95.32450103759766,67.12117278391376,157.68202121865457,274.8360007525772,341397200,135234000,48630000,71030800,238703600,0,0,0,0,0
2020-03-03,70.04045104980469,95.44950103759766,66.6136474609375,156.9189453125,276.7069091796875,73.59427823904339,99.81649780273438,70.0282760870977,166.92490636820497,289.24093454649835,69.18830204720706,94.40450286865234,66.14733327280929,154.7727679449088,274.24620193660775,73.5143929639958,98.76850128173828,69.4954235267835,165.78028134976233,285.24111103340994,319475600,150690000,48046000,71677000,300139100,1,1,1,1,1
2020-03-04,73.28924560546875,98.79149627685547,68.85480499267578,162.68026733398438,288.3377685546875,73.44902354050599,98.9000015258789,68.93277787362192,162.82334002083235,288.55897628742844,70.9627984910642,96.0999984741211,66.69906321684994,157.97774611203417,279.55473872981685,71.76410400685508,97.32849884033203,67.49958479456363,160.71532480954662,282.12606416533816,219178400,95458000,38266000,49814400,176613400,0,0,0,0,0
2020-03-05,70.91195678710938,96.20149993896484,65.50374603271484,158.59774780273438,278.7528991699219,72.51698353207479,98.03600311279297,67.48369652452459,162.98547961930032,284.29183884305985,70.54640393192855,95.5,64.81147716481703,158.0445092042918,276.4949492983941,71.54137556338232,96.6500015258789,67.0511554058777,158.38789817730108,281.07539725279673,187572800,94964000,51226000,47817300,186366800,0,0,0,0,0
2020-03-06,69.97029113769531,95.05449676513672,64.479248046875,154.1146240234375,274.14483642578125,70.40362822919488,95.54350280761719,64.86708921670449,155.5835568422293,275.361380506915,68.08201857412229,93.4749984741211,62.62394449639975,148.8016355622982,267.48154768139767,68.26842260030293,93.75,63.41900260284171,155.10662852311938,270.17265996629715,226176800,105472000,53212000,72821100,228667200,0,0,0,0,0
2020-03-09,64.4361801147461,90.03050231933594,60.36490249633789,143.66990661621094,252.73570251464844,67.32184764683291,93.13849639892578,62.31157981156272,150.4709102604469,261.9150240206544,63.66876250235185,88.06449890136719,59.59219054682139,143.07852005747728,252.01684049536348,63.8503274144308,88.69300079345703,59.85538878220008,144.03237685786044,253.72181391408304,286744800,156264000,67308000,70419300,309417300,1,1,1,1,1
2020-03-10,69.07694244384766,94.59100341796875,63.58437728881836,153.49462890625,265.8134765625,69.34323899980069,94.7135009765625,63.62212101344055,153.5995537326078,265.90561600093076,65.21082178320125,90.90850067138672,60.52431674969943,145.5394669777741,252.06290290274615,67.0918381105168,93.54399871826172,62.5718058305141,150.86198947404407,262.32975639694826,285290000,142666000,52228000,65354400,276444100,0,0,0,0,0
2020-03-11,66.67788696289062,91.04299926757812,60.357460021972656,146.54098510742188,252.85546875,68.07956995144926,93.56600189208984,62.619480640458136,150.423173662336,259.8413591010637,65.8136363324186,90.07499694824219,59.39703339121399,144.1754104054555,249.64825144555564,67.15238185093062,92.89250183105469,62.060307467416756,149.87948300219972,258.69856011907456,255598800,112496000,52170000,56371600,255316300,0,0,0,0,0
2020-03-12,60.09312057495117,83.83049774169922,55.36661148071289,132.643310546875,228.6629180908203,65.36334381218688,88.25,59.287779834392445,146.38838910499453,245.75895540480994,60.03744172378647,83.75,55.28666086053564,132.18546340559118,228.26661456061527,61.95960879581329,86.0989990234375,55.917343269090544,138.59538160235746,235.93449231085813,418474000,226924000,84534000,93226400,392220700,1,1,1,1,1
2020-03-13,67.29275512695312,89.25,60.57199478149414,151.50108337402344,248.21051025390625,67.76482654964646,89.31549835205078,60.573483768117484,154.4389641825567,250.20121126587026,61.23575252455635,84.03099822998047,55.47750850827753,134.2362687788825,229.04082649348499,64.12626834922185,87.75,58.549337166247156,140.69388364950112,242.46881203709913,370732000,176194000,74002000,92727400,329566100,0,0,0,0,0
2020-03-16,58.63576126098633,84.4574966430664,53.84800338745117,129.1712188720703,221.05035400390625,62.719754836954735,87.97250366210938,57.22176643234208,142.45844474812773,236.76394892360543,58.10074857584745,81.30149841308594,53.35686516792831,128.7706009711675,218.75551730709984,58.572816419236986,82.07550048828125,54.427537393440815,133.53988248861816,222.27609507181714,322423600,178346000,85048000,87905900,297240000,1,1,1,1,1
2020-03-17,61.213985443115234,90.39199829101562,55.60945129394531,139.80677795410156,232.98536682128906,62.36389249089527,92.88899993896484,56.15869029332871,140.69385766362416,236.09123349122615,57.71341343349159,84.46199798583984,52.44162684986951,128.77064938704584,218.4882988607018,59.91882134064479,88.77349853515625,54.284018412682315,133.53993269767716,225.83359190057925,324056000,218342000,77230000,81059800,262070500,0,0,0,1,0
2020-03-18,59.7154655456543,91.5,54.46726989746094,133.92149353027344,221.18862915039062,60.52161388588787,92.08300018310547,54.94897411100852,139.26309761691178,228.90257809191633,57.40353915642415,87.25,51.51149510698408,128.78975366596967,210.14763401621605,58.04507047998226,87.5,52.46646215459377,131.6322429529714,217.73255681991577,300233600,192904000,84668000,81593200,327597100,0,1,1,1,1
2020-03-19,59.257930755615234,94.04650115966797,55.38547897338867,136.12489318847656,221.6586151123047,61.20914727493639,97.25,57.50497346006347,143.22157466077158,227.99014819004066,58.732603515332364,91.63249969482422,52.64513398475478,132.5860785020876,214.0183986012928,59.88977664258158,93.0,54.28103751071133,136.18212226051716,220.49738005424797,271857200,207998000,73022000,85922700,289322000,0,0,0,0,0
2020-03-20,55.49590301513672,92.30449676513672,53.251590728759766,131.01219177246094,212.10646057128906,60.96463541715743,97.8499984741211,56.810734761928465,140.31229234048558,226.63315552077165,55.195714466288855,91.0364990234375,52.91241245924176,129.590940394683,211.82834612801895,59.83893112943769,96.31549835205078,56.400043458327744,139.26304440324083,224.83469815251166,401693200,196358000,72036000,84866200,347158800,0,0,0,1,0
2020-03-23,54.31692886352539,95.1415023803711,52.471920013427734,129.7054443359375,206.6832275390625,55.31674696000738,95.97000122070312,53.20192497832547,134.08365813473284,212.92219258652466,51.46999389466009,90.5999984741211,50.332360163044875,126.40510793955558,202.3354147782444,55.215071106899224,91.38749694824219,52.705323373771314,130.68791568122168,211.54091429606655,336752800,156170000,80882000,78975200,326025200,1,1,1,1,1
2020-03-24,59.766300201416016,97.00499725341797,56.337467193603516,141.49508666992188,225.40945434570312,59.96238962255932,97.75,56.364284105537784,142.69695531892708,226.2901524274799,56.72085240856594,95.01699829101562,54.160364348778806,134.75132797536872,216.74165098419292,57.21954987318864,97.57499694824219,54.81339669421403,137.1168883034806,217.31641045188894,287531200,142942000,66890000,82516700,235494500,0,0,0,0,1
2020-03-25,59.43705749511719,94.29199981689453,54.74983596801758,140.14064025878906,228.7838592529297,62.51881651598571,97.51300048828125,57.0545636659551,147.2087226877982,237.64636051460954,59.14171177404684,94.28900146484375,53.93143513973507,137.77507945408,222.25751346528352,60.70316840806745,96.03450012207031,55.94068803641491,142.03882054333977,227.00394676538983,303602000,129582000,81630000,75638200,299430300,1,1,1,1,1
2020-03-26,62.5648307800293,97.77449798583984,57.69269561767578,148.90658569335938,242.14244079589844,62.62292917138006,97.82450103759766,58.100901458540704,149.43120984452187,243.62567959944673,59.64042564443605,94.4645004272461,54.30487622162832,141.52372881853543,230.87891577654077,59.67916036796759,95.0999984741211,55.21216912318002,141.55234335817158,231.31462495509894,252087200,124426000,71434000,64568100,257632800,0,0,0,0,0
2020-03-27,59.97450637817383,95.00499725341797,55.15803909301758,142.79234313964844,234.9301300048828,61.9426669648738,96.989501953125,57.1424602930449,147.742861674162,241.78094497564413,59.807466114568854,94.99600219726562,54.9196724328834,142.3154147961261,232.733052958814,61.187358323126006,96.54299926757812,55.90095622093427,144.74775225902962,234.7910798673419,204216800,107758000,64170000,57042300,224341200,1,1,1,1,1
2020-03-30,61.68605041503906,98.19750213623047,56.951271057128906,152.83644104003906,242.5596923828125,61.85793342734731,98.68150329589844,57.190137849348936,153.1893778840761,243.28278150331167,60.376361777058186,95.61699676513672,54.45138000336739,143.08802528988713,235.0321419768524,60.700760441559225,96.1415023803711,55.869671946812446,145.40590442813732,237.04381444239382,167976400,122522000,51482000,63420300,171369500,0,0,1,0,0
2020-03-31,61.560157775878906,97.48600006103516,57.74533462524414,150.4327392578125,238.94422912597656,63.545265799093606,99.6510009765625,58.366086677430644,157.17649823097136,244.1170927148934,61.005781466460334,97.20050048828125,56.52022073924125,149.33579537324835,237.5258610216787,61.877294107845245,98.21749877929688,56.97510802494447,152.04474477660588,241.54920565549767,197002000,102472000,49728000,77927200,194881100,0,0,0,0,0
2020-04-01,58.32105255126953,95.38500213623047,54.905269622802734,145.09112548828125,228.19053649902344,60.211747296676954,97.24800109863281,56.10059242596996,150.4708760366592,238.86075940640853,57.890138928877285,94.6500015258789,54.499549198520704,143.86065689971826,226.10469973341816,59.67431503612997,96.64849853515625,55.71870336433194,145.94005726534934,229.8870187658407,176218400,82438000,46884000,57969900,189554600,1,1,1,1,1
2020-04-02,59.29422378540039,95.94149780273438,55.66109848022461,148.09579467773438,233.45614624023438,59.34748309215544,96.37650299072266,55.96005136655423,148.3056443284032,234.2441206098747,57.35027017067756,94.5,54.44740394113542,143.42190239581785,226.74438128410287,58.18304802836145,95.08200073242188,54.53977036171498,144.85268752963302,227.30061013542672,165934000,86720000,39298000,49630700,177660400,0,0,0,0,0
2020-04-03,58.44208908081055,95.32949829101562,54.52090072631836,146.73175048828125,230.0817413330078,59.4806382957601,96.31649780273438,55.795177659080736,150.11794405145397,234.83745447565542,57.85139756896397,94.4574966430664,53.62354197540714,145.1674263747893,227.32843521310534,58.77858908876302,95.55750274658203,55.570465724724194,147.94315234622604,232.46422347898255,129880000,72198000,46268000,41243300,135561200,1,1,1,1,1
2020-04-06,63.540435791015625,99.87950134277344,58.94264221191406,157.64390563964844,245.53543090820312,63.6953672894155,99.9260025024414,59.32701290979929,158.81714534072375,247.51930709907626,60.371524799496335,96.5009994506836,56.16266645797611,150.3087450666314,230.0631685002111,60.73949357260216,96.80000305175781,56.513267850486756,152.92231774316124,239.02763009731478,201820400,115464000,53294000,67111700,188061200,0,0,0,1,1
2020-04-07,62.80448913574219,100.58000183105469,58.92228317260742,155.94601440429688,245.7857666015625,65.77489475614705,101.78600311279297,60.833702448664546,162.15561537698372,254.96344375761925,62.70039373005676,99.88099670410156,58.70973696814291,155.72661691587626,245.563286374329,65.55701102978264,100.85549926757812,60.635061029853695,161.76453069382984,254.20326525993815,202887200,102280000,47746000,62769000,201427200,1,1,1,1,1
2020-04-08,64.41194152832031,102.1500015258789,60.10270309448242,157.51031494140625,254.03640747070312,64.72665094840988,102.19999694824219,60.539214843926615,158.97924742087037,255.8626747956298,63.240244033180964,100.55750274658203,59.00422126942858,155.95552432276594,245.8970090200754,63.6057895375852,101.05000305175781,59.91498849334528,158.0253910029941,248.4092759127188,168895200,79546000,39502000,48318200,153774500,1,1,1,0,1
