,Date,Close,Ticker,Prob_Down,Prob_Flat,Prob_Up
20204,2024-01-08,61.38571548461914,BHP,0.40988308,0.09153151,0.49858543
20205,2024-01-08,90.34230041503906,DIS,0.29131407,0.20652314,0.5021628
20206,2024-01-08,139.57484436035156,GOOG,0.1502598,0.3532007,0.49653944
20207,2024-01-08,193.47238159179688,IWM,0.19735546,0.524843,0.27780157
20208,2024-01-08,152.88719177246094,JNJ,0.16293655,0.049766883,0.7872966
20209,2024-01-08,166.34457397460938,JPM,0.5164064,0.07553679,0.40805677
20210,2024-01-08,57.49249649047852,KO,0.114632465,0.124704495,0.76066303
20211,2024-01-08,369.87646484375,MSFT,0.16903162,0.23746237,0.59350604
20212,2024-01-08,59.69166946411133,NEE,0.46556377,0.1443666,0.39006966
20213,2024-01-08,52.226810455322266,NVDA,0.42860433,0.0012080492,0.5701876
20214,2024-01-08,26.45285415649414,PFE,0.8047984,0.027253412,0.1679482
20215,2024-01-08,401.5073852539063,QQQ,0.24073242,0.28453827,0.47472933
20216,2024-01-08,465.8068237304688,SPY,0.04240124,0.43681836,0.5207804
20217,2024-01-08,15.77876091003418,T,0.6393626,0.032210823,0.32842663
20218,2024-01-08,231.7989501953125,VTI,0.13943775,0.2993269,0.56123537
20219,2024-01-08,94.95945739746094,XOM,0.6200757,0.07555336,0.30437097
20220,2024-01-09,183.5857086181641,AAPL,0.17260994,0.03276694,0.7946232
20221,2024-01-09,151.3699951171875,AMZN,0.46038857,0.057379022,0.48223245
20222,2024-01-09,225.759994506836,BA,0.86827564,0.0019819993,0.1297424
20223,2024-01-09,32.21963882446289,BAC,0.80424845,0.06758192,0.12816966
20224,2024-01-09,60.06539535522461,BHP,0.32089192,0.042251524,0.63685656
20225,2024-01-09,88.48709869384766,DIS,0.31283894,0.19007656,0.49708456
20226,2024-01-09,141.591064453125,GOOG,0.43283048,0.14259067,0.42457885
20227,2024-01-09,191.7415008544922,IWM,0.5307326,0.028678682,0.44058877
20228,2024-01-09,152.98182678222656,JNJ,0.42548,0.10876141,0.46575856
